Temp,Time,Molarity,H?O,DES,EtOH,Predicted y
120,2,210,1,1,2,0.00511972
120,2,220,1,1,1,0.004746548
120,2,220,2,1,1,0
120,2,220,1,2,1,-0.007825168
120,2,220,1,1,2,0.00511972
120,2,230,1,1,1,0.004746548
120,2,230,2,1,1,0
120,2,230,1,2,1,-0.007825168
120,2,230,1,1,2,0.00511972
120,2,240,1,1,1,0.004746548
120,2,240,2,1,1,0
120,2,240,1,2,1,-0.007825168
120,2,240,1,1,2,0.00511972
120,2,250,1,1,1,0.004746548
120,2,250,2,1,1,0
120,2,250,1,2,1,-0.007825168
120,2,250,1,1,2,0.00511972
120,2,260,1,1,1,0.007170311
120,2,260,2,1,1,0
120,2,260,1,2,1,-0.01198205
120,2,260,1,1,2,0.00320712
120,2,270,1,1,1,0.007170311
120,2,270,2,1,1,0
120,2,270,1,2,1,-0.01198205
120,2,270,1,1,2,0.00320712
120,2,280,1,1,1,0.007170311
120,2,280,2,1,1,0
120,2,280,1,2,1,-0.01198205
120,2,280,1,1,2,0.00320712
120,2,290,1,1,1,0.007170311
120,2,290,2,1,1,0
120,2,290,1,2,1,-0.01198205
120,2,290,1,1,2,0.00320712
120,2,300,1,1,1,0.007170311
120,2,300,2,1,1,0
120,2,300,1,2,1,-0.01198205
120,2,300,1,1,2,0.00320712
120,2,310,1,1,1,0.007170311
120,2,310,2,1,1,0
120,2,310,1,2,1,-0.01198205
120,2,310,1,1,2,0.00320712
120,2,320,1,1,1,0.007170311
120,2,320,2,1,1,0
120,2,320,1,2,1,-0.01198205
120,2,320,1,1,2,0.00320712
120,2,330,1,1,1,0.007170311
120,2,330,2,1,1,0
120,2,330,1,2,1,-0.01198205
120,2,330,1,1,2,0.00320712
120,2,340,1,1,1,0.007170311
120,2,340,2,1,1,0
120,2,340,1,2,1,-0.01198205
120,2,340,1,1,2,0.00320712
120,2,350,1,1,1,0.007170311
120,2,350,2,1,1,0
120,2,350,1,2,1,-0.01198205
120,2,350,1,1,2,0.00320712
120,2,360,1,1,1,0.004309515
120,2,360,2,1,1,0
120,2,360,1,2,1,-0.005133683
120,2,360,1,1,2,0
120,2,370,1,1,1,0.004309515
120,2,370,2,1,1,0
120,2,370,1,2,1,-0.005133683
120,2,370,1,1,2,0
120,2,380,1,1,1,0.004309515
120,2,380,2,1,1,0
120,2,380,1,2,1,-0.005133683
120,2,380,1,1,2,0
120,2,390,1,1,1,0.004309515
120,2,390,2,1,1,0
120,2,390,1,2,1,-0.005133683
120,2,390,1,1,2,0
120,2,400,1,1,1,0.004309515
120,2,400,2,1,1,0
120,2,400,1,2,1,-0.005133683
120,2,400,1,1,2,0
120,2,410,1,1,1,0.004309515
120,2,410,2,1,1,0
120,2,410,1,2,1,-0.005133683
120,2,410,1,1,2,0
120,2,420,1,1,1,0.004309515
120,2,420,2,1,1,0
120,2,420,1,2,1,-0.005133683
120,2,420,1,1,2,0
120,2,430,1,1,1,0.004309515
120,2,430,2,1,1,0
120,2,430,1,2,1,-0.005133683
120,2,430,1,1,2,0
120,2,440,1,1,1,0.004309515
120,2,440,2,1,1,0
120,2,440,1,2,1,-0.005133683
120,2,440,1,1,2,0
120,2,450,1,1,1,0.004309515
120,2,450,2,1,1,0
120,2,450,1,2,1,-0.005133683
120,2,450,1,1,2,0
120,2,460,1,1,1,0.003350488
120,2,460,2,1,1,0
120,2,460,1,2,1,-0.0043797
120,2,460,1,1,2,0
120,2,470,1,1,1,0.003350488
120,2,470,2,1,1,0
120,2,470,1,2,1,-0.0043797
120,2,470,1,1,2,0
120,2,480,1,1,1,0.003350488
120,2,480,2,1,1,0
120,2,480,1,2,1,-0.0043797
120,2,480,1,1,2,0
120,2,490,1,1,1,0.003350488
120,2,490,2,1,1,0
120,2,490,1,2,1,-0.0043797
120,2,490,1,1,2,0
120,2,500,1,1,1,0.003350488
120,2,500,2,1,1,0
120,2,500,1,2,1,-0.0043797
120,2,500,1,1,2,0
120,3,50,1,1,1,0
120,3,50,2,1,1,0
120,3,50,1,2,1,0
120,3,50,1,1,2,0
120,3,60,1,1,1,0
120,3,60,2,1,1,0
120,3,60,1,2,1,0
120,3,60,1,1,2,0
120,3,70,1,1,1,0
120,3,70,2,1,1,0
120,3,70,1,2,1,0
120,3,70,1,1,2,0
120,3,80,1,1,1,0
120,3,80,2,1,1,0
120,3,80,1,2,1,0
120,3,80,1,1,2,0.004523033
120,3,90,1,1,1,0
120,3,90,2,1,1,0
120,3,90,1,2,1,0
120,3,90,1,1,2,0.004523033
120,3,100,1,1,1,0
120,3,100,2,1,1,0
120,3,100,1,2,1,0
120,3,100,1,1,2,0.004523033
120,3,110,1,1,1,0
120,3,110,2,1,1,0
120,3,110,1,2,1,0
120,3,110,1,1,2,0.004523033
120,3,120,1,1,1,0
120,3,120,2,1,1,0
120,3,120,1,2,1,0
120,3,120,1,1,2,0.004523033
120,3,130,1,1,1,0
120,3,130,2,1,1,0
120,3,130,1,2,1,0
120,3,130,1,1,2,0.004523033
120,3,140,1,1,1,0
120,3,140,2,1,1,0
120,3,140,1,2,1,0
120,3,140,1,1,2,0.004523033
120,3,150,1,1,1,0
120,3,150,2,1,1,0
120,3,150,1,2,1,0
120,3,150,1,1,2,0.004523033
120,3,160,1,1,1,0.004746548
120,3,160,2,1,1,0
120,3,160,1,2,1,-0.007825168
120,3,160,1,1,2,0.00511972
120,3,170,1,1,1,0.004746548
120,3,170,2,1,1,0
120,3,170,1,2,1,-0.007825168
120,3,170,1,1,2,0.00511972
120,3,180,1,1,1,0.004746548
120,3,180,2,1,1,0
120,3,180,1,2,1,-0.007825168
120,3,180,1,1,2,0.00511972
120,3,190,1,1,1,0.004746548
120,3,190,2,1,1,0
120,3,190,1,2,1,-0.007825168
120,3,190,1,1,2,0.00511972
120,3,200,1,1,1,0.004746548
120,3,200,2,1,1,0
120,3,200,1,2,1,-0.007825168
120,3,200,1,1,2,0.00511972
120,3,210,1,1,1,0.004746548
120,3,210,2,1,1,0
120,3,210,1,2,1,-0.007825168
120,3,210,1,1,2,0.00511972
120,3,220,1,1,1,0.004746548
120,3,220,2,1,1,0
120,3,220,1,2,1,-0.007825168
120,3,220,1,1,2,0.00511972
120,3,230,1,1,1,0.004746548
120,3,230,2,1,1,0
120,3,230,1,2,1,-0.007825168
120,3,230,1,1,2,0.00511972
120,3,240,1,1,1,0.004746548
120,3,240,2,1,1,0
120,3,240,1,2,1,-0.007825168
120,3,240,1,1,2,0.00511972
120,3,250,1,1,1,0.004746548
120,3,250,2,1,1,0
120,3,250,1,2,1,-0.007825168
120,3,250,1,1,2,0.00511972
120,3,260,1,1,1,0.007170311
120,3,260,2,1,1,0
120,3,260,1,2,1,-0.01198205
120,3,260,1,1,2,0.00320712
120,3,270,1,1,1,0.007170311
120,3,270,2,1,1,0
120,3,270,1,2,1,-0.01198205
120,3,270,1,1,2,0.00320712
120,3,280,1,1,1,0.007170311
120,3,280,2,1,1,0
120,3,280,1,2,1,-0.01198205
120,3,280,1,1,2,0.00320712
120,3,290,1,1,1,0.007170311
120,3,290,2,1,1,0
120,3,290,1,2,1,-0.01198205
120,3,290,1,1,2,0.00320712
120,3,300,1,1,1,0.007170311
120,3,300,2,1,1,0
120,3,300,1,2,1,-0.01198205
120,3,300,1,1,2,0.00320712
120,3,310,1,1,1,0.007170311
120,3,310,2,1,1,0
120,3,310,1,2,1,-0.01198205
120,3,310,1,1,2,0.00320712
120,3,320,1,1,1,0.007170311
120,3,320,2,1,1,0
120,3,320,1,2,1,-0.01198205
120,3,320,1,1,2,0.00320712
120,3,330,1,1,1,0.007170311
120,3,330,2,1,1,0
120,3,330,1,2,1,-0.01198205
120,3,330,1,1,2,0.00320712
120,3,340,1,1,1,0.007170311
120,3,340,2,1,1,0
120,3,340,1,2,1,-0.01198205
120,3,340,1,1,2,0.00320712
120,3,350,1,1,1,0.007170311
120,3,350,2,1,1,0
120,3,350,1,2,1,-0.01198205
120,3,350,1,1,2,0.00320712
120,3,360,1,1,1,0.004309515
120,3,360,2,1,1,0
120,3,360,1,2,1,-0.005133683
120,3,360,1,1,2,0
120,3,370,1,1,1,0.004309515
120,3,370,2,1,1,0
120,3,370,1,2,1,-0.005133683
120,3,370,1,1,2,0
120,3,380,1,1,1,0.004309515
120,3,380,2,1,1,0
120,3,380,1,2,1,-0.005133683
120,3,380,1,1,2,0
120,3,390,1,1,1,0.004309515
120,3,390,2,1,1,0
120,3,390,1,2,1,-0.005133683
120,3,390,1,1,2,0
120,3,400,1,1,1,0.004309515
120,3,400,2,1,1,0
120,3,400,1,2,1,-0.005133683
120,3,400,1,1,2,0
120,3,410,1,1,1,0.004309515
120,3,410,2,1,1,0
120,3,410,1,2,1,-0.005133683
120,3,410,1,1,2,0
120,3,420,1,1,1,0.004309515
120,3,420,2,1,1,0
120,3,420,1,2,1,-0.005133683
120,3,420,1,1,2,0
120,3,430,1,1,1,0.004309515
120,3,430,2,1,1,0
120,3,430,1,2,1,-0.005133683
120,3,430,1,1,2,0
120,3,440,1,1,1,0.004309515
120,3,440,2,1,1,0
120,3,440,1,2,1,-0.005133683
120,3,440,1,1,2,0
120,3,450,1,1,1,0.004309515
120,3,450,2,1,1,0
120,3,450,1,2,1,-0.005133683
120,3,450,1,1,2,0
120,3,460,1,1,1,0.003350488
120,3,460,2,1,1,0
120,3,460,1,2,1,-0.0043797
120,3,460,1,1,2,0
120,3,470,1,1,1,0.003350488
120,3,470,2,1,1,0
120,3,470,1,2,1,-0.0043797
120,3,470,1,1,2,0
120,3,480,1,1,1,0.003350488
120,3,480,2,1,1,0
120,3,480,1,2,1,-0.0043797
120,3,480,1,1,2,0
120,3,490,1,1,1,0.003350488
120,3,490,2,1,1,0
120,3,490,1,2,1,-0.0043797
120,3,490,1,1,2,0
120,3,500,1,1,1,0.003350488
120,3,500,2,1,1,0
120,3,500,1,2,1,-0.0043797
120,3,500,1,1,2,0
120,4,50,1,1,1,0
120,4,50,2,1,1,0
120,4,50,1,2,1,0
120,4,50,1,1,2,0.009904463
120,4,60,1,1,1,0
120,4,60,2,1,1,0
120,4,60,1,2,1,0
120,4,60,1,1,2,0.009904463
120,4,70,1,1,1,0
120,4,70,2,1,1,0
120,4,70,1,2,1,0
120,4,70,1,1,2,0.009904463
120,4,80,1,1,1,0.005219944
120,4,80,2,1,1,0.002028173
120,4,80,1,2,1,0
120,4,80,1,1,2,0.00405816
120,4,90,1,1,1,0.005219944
120,4,90,2,1,1,0.002028173
120,4,90,1,2,1,0
120,4,90,1,1,2,0.00405816
120,4,100,1,1,1,0.005219944
120,4,100,2,1,1,0.002028173
120,4,100,1,2,1,0
120,4,100,1,1,2,0.00405816
120,4,110,1,1,1,0.005219944
120,4,110,2,1,1,0.002028173
120,4,110,1,2,1,0
120,4,110,1,1,2,0.00405816
120,4,120,1,1,1,0.005219944
120,4,120,2,1,1,0.002028173
120,4,120,1,2,1,0
120,4,120,1,1,2,0.00405816
120,4,130,1,1,1,0.005219944
120,4,130,2,1,1,0.002028173
120,4,130,1,2,1,0
120,4,130,1,1,2,0.00405816
120,4,140,1,1,1,0.005219944
120,4,140,2,1,1,0.002028173
120,4,140,1,2,1,0
120,4,140,1,1,2,0.00405816
120,4,150,1,1,1,0.005219944
120,4,150,2,1,1,0.002028173
120,4,150,1,2,1,0
120,4,150,1,1,2,0.00405816
120,4,160,1,1,1,-0.001227574
120,4,160,2,1,1,0.005424958
120,4,160,1,2,1,-0.00450523
120,4,160,1,1,2,0.000628512
120,4,170,1,1,1,-0.001227574
120,4,170,2,1,1,0.005424958
120,4,170,1,2,1,-0.00450523
120,4,170,1,1,2,0.000628512
120,4,180,1,1,1,-0.001227574
120,4,180,2,1,1,0.005424958
120,4,180,1,2,1,-0.00450523
120,4,180,1,1,2,0.000628512
120,4,190,1,1,1,-0.001227574
120,4,190,2,1,1,0.005424958
120,4,190,1,2,1,-0.00450523
120,4,190,1,1,2,0.000628512
120,4,200,1,1,1,-0.001227574
120,4,200,2,1,1,0.005424958
120,4,200,1,2,1,-0.00450523
120,4,200,1,1,2,0.000628512
120,4,210,1,1,1,-0.001227574
120,4,210,2,1,1,0.005424958
120,4,210,1,2,1,-0.00450523
120,4,210,1,1,2,0.000628512
120,4,220,1,1,1,-0.001227574
120,4,220,2,1,1,0.005424958
120,4,220,1,2,1,-0.00450523
120,4,220,1,1,2,0.000628512
120,4,230,1,1,1,-0.001227574
120,4,230,2,1,1,0.005424958
120,4,230,1,2,1,-0.00450523
120,4,230,1,1,2,0.000628512
120,4,240,1,1,1,-0.001227574
120,4,240,2,1,1,0.005424958
120,4,240,1,2,1,-0.00450523
120,4,240,1,1,2,0.000628512
120,4,250,1,1,1,-0.001227574
120,4,250,2,1,1,0.005424958
120,4,250,1,2,1,-0.00450523
120,4,250,1,1,2,0.000628512
120,4,260,1,1,1,-0.002216766
120,4,260,2,1,1,0.000961546
120,4,260,1,2,1,-0.011319767
120,4,260,1,1,2,0.001318963
120,4,270,1,1,1,-0.002216766
120,4,270,2,1,1,0.000961546
120,4,270,1,2,1,-0.011319767
120,4,270,1,1,2,0.001318963
120,4,280,1,1,1,-0.002216766
120,4,280,2,1,1,0.000961546
120,4,280,1,2,1,-0.011319767
120,4,280,1,1,2,0.001318963
120,4,290,1,1,1,-0.002216766
120,4,290,2,1,1,0.000961546
120,4,290,1,2,1,-0.011319767
120,4,290,1,1,2,0.001318963
120,4,300,1,1,1,-0.002216766
120,4,300,2,1,1,0.000961546
120,4,300,1,2,1,-0.011319767
120,4,300,1,1,2,0.001318963
120,4,310,1,1,1,-0.002216766
120,4,310,2,1,1,0.000961546
120,4,310,1,2,1,-0.011319767
120,4,310,1,1,2,0.001318963
120,4,320,1,1,1,-0.002216766
120,4,320,2,1,1,0.000961546
120,4,320,1,2,1,-0.011319767
120,4,320,1,1,2,0.001318963
120,4,330,1,1,1,-0.002216766
120,4,330,2,1,1,0.000961546
120,4,330,1,2,1,-0.011319767
120,4,330,1,1,2,0.001318963
120,4,340,1,1,1,-0.002216766
120,4,340,2,1,1,0.000961546
120,4,340,1,2,1,-0.011319767
120,4,340,1,1,2,0.001318963
120,4,350,1,1,1,-0.002216766
120,4,350,2,1,1,0.000961546
120,4,350,1,2,1,-0.011319767
120,4,350,1,1,2,0.001318963
120,4,360,1,1,1,0.004090858
120,4,360,2,1,1,-0.000918844
120,4,360,1,2,1,-0.024863175
120,4,360,1,1,2,0.00314658
120,4,370,1,1,1,0.004090858
120,4,370,2,1,1,-0.000918844
120,4,370,1,2,1,-0.024863175
120,4,370,1,1,2,0.00314658
120,4,380,1,1,1,0.004090858
120,4,380,2,1,1,-0.000918844
120,4,380,1,2,1,-0.024863175
120,4,380,1,1,2,0.00314658
120,4,390,1,1,1,0.004090858
120,4,390,2,1,1,-0.000918844
120,4,390,1,2,1,-0.024863175
120,4,390,1,1,2,0.00314658
120,4,400,1,1,1,0.004090858
120,4,400,2,1,1,-0.000918844
120,4,400,1,2,1,-0.024863175
120,4,400,1,1,2,0.00314658
120,4,410,1,1,1,0.004090858
120,4,410,2,1,1,-0.000918844
120,4,410,1,2,1,-0.024863175
120,4,410,1,1,2,0.00314658
120,4,420,1,1,1,0.004090858
120,4,420,2,1,1,-0.000918844
120,4,420,1,2,1,-0.024863175
120,4,420,1,1,2,0.00314658
120,4,430,1,1,1,0.004090858
120,4,430,2,1,1,-0.000918844
120,4,430,1,2,1,-0.024863175
120,4,430,1,1,2,0.00314658
120,4,440,1,1,1,0.004090858
120,4,440,2,1,1,-0.000918844
120,4,440,1,2,1,-0.024863175
120,4,440,1,1,2,0.00314658
120,4,450,1,1,1,0.004090858
120,4,450,2,1,1,-0.000918844
120,4,450,1,2,1,-0.024863175
120,4,450,1,1,2,0.00314658
120,4,460,1,1,1,0.002056377
120,4,460,2,1,1,0.000379581
120,4,460,1,2,1,-0.007913263
120,4,460,1,1,2,0.003642253
120,4,470,1,1,1,0.002056377
120,4,470,2,1,1,0.000379581
120,4,470,1,2,1,-0.007913263
120,4,470,1,1,2,0.003642253
120,4,480,1,1,1,0.002056377
120,4,480,2,1,1,0.000379581
120,4,480,1,2,1,-0.007913263
120,4,480,1,1,2,0.003642253
120,4,490,1,1,1,0.002056377
120,4,490,2,1,1,0.000379581
120,4,490,1,2,1,-0.007913263
120,4,490,1,1,2,0.003642253
120,4,500,1,1,1,0.002056377
120,4,500,2,1,1,0.000379581
120,4,500,1,2,1,-0.007913263
120,4,500,1,1,2,0.003642253
120,5,50,1,1,1,0
120,5,50,2,1,1,0
120,5,50,1,2,1,0
120,5,50,1,1,2,0.009904463
120,5,60,1,1,1,0
120,5,60,2,1,1,0
120,5,60,1,2,1,0
120,5,60,1,1,2,0.009904463
120,5,70,1,1,1,0
120,5,70,2,1,1,0
120,5,70,1,2,1,0
120,5,70,1,1,2,0.009904463
120,5,80,1,1,1,0.005219944
120,5,80,2,1,1,0.002028173
120,5,80,1,2,1,0
120,5,80,1,1,2,0.00405816
120,5,90,1,1,1,0.005219944
120,5,90,2,1,1,0.002028173
120,5,90,1,2,1,0
120,5,90,1,1,2,0.00405816
120,5,100,1,1,1,0.005219944
120,5,100,2,1,1,0.002028173
120,5,100,1,2,1,0
120,5,100,1,1,2,0.00405816
120,5,110,1,1,1,0.005219944
120,5,110,2,1,1,0.002028173
120,5,110,1,2,1,0
120,5,110,1,1,2,0.00405816
120,5,120,1,1,1,0.005219944
120,5,120,2,1,1,0.002028173
120,5,120,1,2,1,0
120,5,120,1,1,2,0.00405816
120,5,130,1,1,1,0.005219944
120,5,130,2,1,1,0.002028173
120,5,130,1,2,1,0
120,5,130,1,1,2,0.00405816
120,5,140,1,1,1,0.005219944
120,5,140,2,1,1,0.002028173
120,5,140,1,2,1,0
120,5,140,1,1,2,0.00405816
120,5,150,1,1,1,0.005219944
120,5,150,2,1,1,0.002028173
120,5,150,1,2,1,0
120,5,150,1,1,2,0.00405816
120,5,160,1,1,1,-0.001227574
120,5,160,2,1,1,0.005424958
120,5,160,1,2,1,-0.00450523
120,5,160,1,1,2,0.000628512
120,5,170,1,1,1,-0.001227574
120,5,170,2,1,1,0.005424958
120,5,170,1,2,1,-0.00450523
120,5,170,1,1,2,0.000628512
120,5,180,1,1,1,-0.001227574
120,5,180,2,1,1,0.005424958
120,5,180,1,2,1,-0.00450523
120,5,180,1,1,2,0.000628512
120,5,190,1,1,1,-0.001227574
120,5,190,2,1,1,0.005424958
120,5,190,1,2,1,-0.00450523
120,5,190,1,1,2,0.000628512
120,5,200,1,1,1,-0.001227574
120,5,200,2,1,1,0.005424958
120,5,200,1,2,1,-0.00450523
120,5,200,1,1,2,0.000628512
120,5,210,1,1,1,-0.001227574
120,5,210,2,1,1,0.005424958
120,5,210,1,2,1,-0.00450523
120,5,210,1,1,2,0.000628512
120,5,220,1,1,1,-0.001227574
120,5,220,2,1,1,0.005424958
120,5,220,1,2,1,-0.00450523
120,5,220,1,1,2,0.000628512
120,5,230,1,1,1,-0.001227574
120,5,230,2,1,1,0.005424958
120,5,230,1,2,1,-0.00450523
120,5,230,1,1,2,0.000628512
120,5,240,1,1,1,-0.001227574
120,5,240,2,1,1,0.005424958
120,5,240,1,2,1,-0.00450523
120,5,240,1,1,2,0.000628512
120,5,250,1,1,1,-0.001227574
120,5,250,2,1,1,0.005424958
120,5,250,1,2,1,-0.00450523
120,5,250,1,1,2,0.000628512
120,5,260,1,1,1,-0.002216766
120,5,260,2,1,1,0.000961546
120,5,260,1,2,1,-0.011319767
120,5,260,1,1,2,0.001318963
120,5,270,1,1,1,-0.002216766
120,5,270,2,1,1,0.000961546
120,5,270,1,2,1,-0.011319767
120,5,270,1,1,2,0.001318963
120,5,280,1,1,1,-0.002216766
120,5,280,2,1,1,0.000961546
120,5,280,1,2,1,-0.011319767
120,5,280,1,1,2,0.001318963
120,5,290,1,1,1,-0.002216766
120,5,290,2,1,1,0.000961546
120,5,290,1,2,1,-0.011319767
120,5,290,1,1,2,0.001318963
120,5,300,1,1,1,-0.002216766
120,5,300,2,1,1,0.000961546
120,5,300,1,2,1,-0.011319767
120,5,300,1,1,2,0.001318963
120,5,310,1,1,1,-0.002216766
120,5,310,2,1,1,0.000961546
120,5,310,1,2,1,-0.011319767
120,5,310,1,1,2,0.001318963
120,5,320,1,1,1,-0.002216766
120,5,320,2,1,1,0.000961546
120,5,320,1,2,1,-0.011319767
120,5,320,1,1,2,0.001318963
120,5,330,1,1,1,-0.002216766
120,5,330,2,1,1,0.000961546
120,5,330,1,2,1,-0.011319767
120,5,330,1,1,2,0.001318963
120,5,340,1,1,1,-0.002216766
120,5,340,2,1,1,0.000961546
120,5,340,1,2,1,-0.011319767
120,5,340,1,1,2,0.001318963
120,5,350,1,1,1,-0.002216766
120,5,350,2,1,1,0.000961546
120,5,350,1,2,1,-0.011319767
120,5,350,1,1,2,0.001318963
120,5,360,1,1,1,0.004090858
120,5,360,2,1,1,-0.000918844
120,5,360,1,2,1,-0.024863175
120,5,360,1,1,2,0.00314658
120,5,370,1,1,1,0.004090858
120,5,370,2,1,1,-0.000918844
120,5,370,1,2,1,-0.024863175
120,5,370,1,1,2,0.00314658
120,5,380,1,1,1,0.004090858
120,5,380,2,1,1,-0.000918844
120,5,380,1,2,1,-0.024863175
120,5,380,1,1,2,0.00314658
120,5,390,1,1,1,0.004090858
120,5,390,2,1,1,-0.000918844
120,5,390,1,2,1,-0.024863175
120,5,390,1,1,2,0.00314658
120,5,400,1,1,1,0.004090858
120,5,400,2,1,1,-0.000918844
120,5,400,1,2,1,-0.024863175
120,5,400,1,1,2,0.00314658
120,5,410,1,1,1,0.004090858
120,5,410,2,1,1,-0.000918844
120,5,410,1,2,1,-0.024863175
120,5,410,1,1,2,0.00314658
120,5,420,1,1,1,0.004090858
120,5,420,2,1,1,-0.000918844
120,5,420,1,2,1,-0.024863175
120,5,420,1,1,2,0.00314658
120,5,430,1,1,1,0.004090858
120,5,430,2,1,1,-0.000918844
120,5,430,1,2,1,-0.024863175
120,5,430,1,1,2,0.00314658
120,5,440,1,1,1,0.004090858
120,5,440,2,1,1,-0.000918844
120,5,440,1,2,1,-0.024863175
120,5,440,1,1,2,0.00314658
120,5,450,1,1,1,0.004090858
120,5,450,2,1,1,-0.000918844
120,5,450,1,2,1,-0.024863175
120,5,450,1,1,2,0.00314658
120,5,460,1,1,1,0.002056377
120,5,460,2,1,1,0.000379581
120,5,460,1,2,1,-0.007913263
120,5,460,1,1,2,0.003642253
120,5,470,1,1,1,0.002056377
120,5,470,2,1,1,0.000379581
120,5,470,1,2,1,-0.007913263
120,5,470,1,1,2,0.003642253
120,5,480,1,1,1,0.002056377
120,5,480,2,1,1,0.000379581
120,5,480,1,2,1,-0.007913263
120,5,480,1,1,2,0.003642253
120,5,490,1,1,1,0.002056377
120,5,490,2,1,1,0.000379581
120,5,490,1,2,1,-0.007913263
120,5,490,1,1,2,0.003642253
120,5,500,1,1,1,0.002056377
120,5,500,2,1,1,0.000379581
120,5,500,1,2,1,-0.007913263
120,5,500,1,1,2,0.003642253
120,6,50,1,1,1,0
120,6,50,2,1,1,0
120,6,50,1,2,1,0
120,6,50,1,1,2,-0.045255333
120,6,60,1,1,1,0
120,6,60,2,1,1,0
120,6,60,1,2,1,0
120,6,60,1,1,2,-0.045255333
120,6,70,1,1,1,0
120,6,70,2,1,1,0
120,6,70,1,2,1,0
120,6,70,1,1,2,-0.045255333
120,6,80,1,1,1,-0.004578207
120,6,80,2,1,1,0
120,6,80,1,2,1,0
120,6,80,1,1,2,0.0133268
120,6,90,1,1,1,-0.004578207
120,6,90,2,1,1,0
120,6,90,1,2,1,0
120,6,90,1,1,2,0.0133268
120,6,100,1,1,1,-0.004578207
120,6,100,2,1,1,0
120,6,100,1,2,1,0
120,6,100,1,1,2,0.0133268
120,6,110,1,1,1,-0.004578207
120,6,110,2,1,1,0
120,6,110,1,2,1,0
120,6,110,1,1,2,0.0133268
120,6,120,1,1,1,-0.004578207
120,6,120,2,1,1,0
120,6,120,1,2,1,0
120,6,120,1,1,2,0.0133268
120,6,130,1,1,1,-0.004578207
120,6,130,2,1,1,0
120,6,130,1,2,1,0
120,6,130,1,1,2,0.0133268
120,6,140,1,1,1,-0.004578207
120,6,140,2,1,1,0
120,6,140,1,2,1,0
120,6,140,1,1,2,0.0133268
120,6,150,1,1,1,-0.004578207
120,6,150,2,1,1,0
120,6,150,1,2,1,0
120,6,150,1,1,2,0.0133268
120,6,160,1,1,1,-0.002728005
120,6,160,2,1,1,0.006208387
120,6,160,1,2,1,0.009850403
120,6,160,1,1,2,0.00256781
120,6,170,1,1,1,-0.002728005
120,6,170,2,1,1,0.006208387
120,6,170,1,2,1,0.009850403
120,6,170,1,1,2,0.00256781
120,6,180,1,1,1,-0.002728005
120,6,180,2,1,1,0.006208387
120,6,180,1,2,1,0.009850403
120,6,180,1,1,2,0.00256781
120,6,190,1,1,1,-0.002728005
120,6,190,2,1,1,0.006208387
120,6,190,1,2,1,0.009850403
120,6,190,1,1,2,0.00256781
120,6,200,1,1,1,-0.002728005
120,6,200,2,1,1,0.006208387
120,6,200,1,2,1,0.009850403
120,6,200,1,1,2,0.00256781
120,6,210,1,1,1,-0.002728005
120,6,210,2,1,1,0.006208387
120,6,210,1,2,1,0.009850403
120,6,210,1,1,2,0.00256781
120,6,220,1,1,1,-0.002728005
120,6,220,2,1,1,0.006208387
120,6,220,1,2,1,0.009850403
120,6,220,1,1,2,0.00256781
120,6,230,1,1,1,-0.002728005
120,6,230,2,1,1,0.006208387
120,6,230,1,2,1,0.009850403
120,6,230,1,1,2,0.00256781
120,6,240,1,1,1,-0.002728005
